index	negative	positive	url
2014-01-03 00:00:00	0.241033	0.0	http://www.nytimes.com/2014/01/03/world/asia/kerry-shifts-state-department-focus-to-environment.html
2014-01-02 17:50:37	0.0	0.244613	http://www.nytimes.com/video/business/100000002630057/cmax-solar-technology.html
2014-01-05 00:00:00	0.0	0.122338	http://www.nytimes.com/2014/01/05/automobiles/from-ford-a-plug-in-that-tracks-the-sun.html
2014-01-04 00:00:00	0.0882184	0.0	http://www.nytimes.com/2014/01/04/business/energy-environment/solar-power-craze-on-wall-st-propels-start-up.html
2014-01-04 00:00:00	0.0	0.0	http://www.nytimes.com/slideshow/2014/01/04/business/0104-bizpix.html
2014-01-06 00:00:00	0.33611	0.0	http://www.nytimes.com/2014/01/06/world/europe/spains-solar-pullback-threatens-pocketbooks.html
2014-01-06 02:57:34	0.0	0.0	http://india.blogs.nytimes.com/2014/01/06/a-t-m-makers-see-opportunity-in-long-lines-at-rural-branches-of-banks/
2014-01-06 09:58:40	0.0	0.229351	http://dotearth.blogs.nytimes.com/2014/01/06/in-one-image-cold-snaps-in-global-context/
2014-01-07 00:00:00	0.538351	0.0	http://www.nytimes.com/2014/01/07/science/earth/still-stuck-in-a-climate-argument.html
2014-01-08 00:00:00	0.360546	0.0	http://www.nytimes.com/2014/01/08/opinion/curbing-a-potent-greenhouse-gas.html
2014-01-08 00:00:00	0.576235	0.0	http://www.nytimes.com/2014/01/08/opinion/the-cold-this-time.html
2014-01-08 10:53:51	0.0	0.229351	http://dotearth.blogs.nytimes.com/2014/01/08/a-radio-chat-on-cold-snaps-and-global-warming/
2014-01-09 00:00:00	0.0	0.0	http://www.nytimes.com/2014/01/09/business/energy-environment/from-harvard-a-cheaper-storage-battery.html
2014-01-09 00:00:00	0.252349	0.0	http://www.nytimes.com/2014/01/09/garden/aspiring-to-nothing.html
2014-01-12 00:00:00	0.0606802	0.0	http://www.nytimes.com/2014/01/12/books/review/the-climate-casino-by-william-nordhaus-and-more.html
2014-01-13 00:00:00	0.0	0.267364	http://www.nytimes.com/2014/01/13/world/americas/briefly-education.html
2014-01-14 00:00:00	0.0350885	0.0	http://www.nytimes.com/2014/01/14/science/earth/grappling-with-sea-level-rise-sooner-not-later.html
2014-01-14 00:00:00	0.0	0.0	http://www.nytimes.com/interactive/2014/01/14/science/earth/rising-seas.html
2014-01-14 00:00:00	0.0	0.0356234	http://www.nytimes.com/2014/01/14/science/tide-gauges-needed-for-research-are-often-victims-of-storms.html
2014-01-15 00:00:00	0.0	0.357312	http://www.nytimes.com/2014/01/15/business/energy-environment/power-company-to-study-emissions-after-pressure.html
