Date,sp_gtced,dax_eusdn,ftse_eo100
3/3/2014,718.28,163.09,272.19
3/4/2014,735.08,165.28,275.57
3/5/2014,733.89,165.78,275.71
3/6/2014,745.71,167.69,277.59
3/7/2014,744.01,167.64,276.89
3/8/2014,744.01,167.64,276.89
3/9/2014,744.01,167.64,276.89
3/10/2014,736.2,167.14,275.6
3/11/2014,738.58,166.49,274.96
3/12/2014,731.01,165.91,273.18
3/13/2014,720.18,164.32,270.62
3/14/2014,705.26,164.09,268.31
3/15/2014,705.26,164.09,268.31
3/16/2014,705.26,164.09,268.31
3/17/2014,710.32,166.15,271.23
3/18/2014,715.97,168.19,272.88
3/19/2014,725.48,169.77,271.6
3/20/2014,716.51,169.44,270.95
3/21/2014,709.32,169.72,271.52
3/22/2014,709.32,169.72,271.52
3/23/2014,709.32,169.72,271.52
3/24/2014,707.05,169.75,270.16
3/25/2014,703.85,171.05,272.22
3/26/2014,698.58,170.85,272.14
3/27/2014,707.75,171.51,272.15
3/28/2014,711,172.72,274.06
3/29/2014,711,172.72,274.06
3/30/2014,711,172.72,274.06
3/31/2014,714.39,174.94,276.35
4/1/2014,719.72,176.2,278.31
4/2/2014,721.88,176.32,279.16
4/3/2014,711.36,176.7,278.9
4/4/2014,709.77,176.59,277.51
4/5/2014,709.77,176.59,277.51
4/6/2014,709.77,176.59,277.51
4/7/2014,697.9,175.56,274.29
4/8/2014,698.82,176.71,275.01
4/9/2014,705.61,177.79,276.36
4/10/2014,695.32,175.37,273.79
4/11/2014,686.98,174.16,270.24
4/12/2014,686.98,174.16,270.24
4/13/2014,686.98,174.16,270.24
4/14/2014,676.79,173.68,270.25
4/15/2014,670.11,172.79,269.97
4/16/2014,683.4,175.01,273.98
4/17/2014,686.83,175.34,275.35
4/18/2014,687.2,175.34,275.75
4/19/2014,687.2,175.34,275.75
4/20/2014,687.2,175.34,275.75
4/21/2014,689.5,175.34,276.02
4/22/2014,706.42,177.79,277.06
4/23/2014,704.91,177.63,276.61
4/24/2014,701.55,177.58,276.82
4/25/2014,691.85,175.84,274.65
4/26/2014,691.85,175.84,274.65
4/27/2014,691.85,175.84,274.65
4/28/2014,678.25,175.22,273.82
4/29/2014,675.52,176.04,274
4/30/2014,678.65,176.96,275.37
5/1/2014,681.15,176.96,276.03
5/2/2014,685.38,177.24,275.6
5/3/2014,685.38,177.24,275.6
5/4/2014,685.38,177.24,275.6
5/5/2014,684.23,177.32,275.26
5/6/2014,683.06,178.05,274.29
5/7/2014,668.45,177.93,273.77
5/8/2014,663.33,177.96,274.35
5/9/2014,665.49,177.27,273.28
5/10/2014,665.49,177.27,273.28
5/11/2014,665.49,177.27,273.28
5/12/2014,682.64,177.98,275.91
5/13/2014,681.78,177.61,276.66
5/14/2014,685.71,177.02,276.12
5/15/2014,670.25,175.81,273.61
5/16/2014,664.65,177.96,273.38
5/17/2014,664.65,177.96,273.38
5/18/2014,664.65,177.96,273.38
5/19/2014,666.37,178.68,274.15
5/20/2014,666.27,177.88,272
5/21/2014,676.21,178.88,272.62
5/22/2014,688.05,179.51,274.07
5/23/2014,694.72,179.46,275.7
5/24/2014,694.72,179.46,275.7
5/25/2014,694.72,179.46,275.7
5/26/2014,700.91,179.63,277.08
5/27/2014,699.51,179.91,277.47
5/28/2014,700.31,180.05,277.32
5/29/2014,706.86,180.58,277.89
5/30/2014,704.2,180.51,277.76
5/31/2014,704.2,180.51,277.76
6/1/2014,704.2,180.51,277.76
6/2/2014,704.78,181.41,278.64
6/3/2014,702.64,182.05,278.79
6/4/2014,700.28,182.18,279.08
6/5/2014,706.22,183.82,281.05
6/6/2014,711.69,184.75,283.06
6/7/2014,711.69,184.75,283.06
6/8/2014,711.69,184.75,283.06
6/9/2014,714.21,185.41,283.7
6/10/2014,713.41,185.27,283.08
6/11/2014,716.57,185.32,282.07
6/12/2014,719.65,185.28,280.45
6/13/2014,727.56,186.84,280.47
6/14/2014,727.56,186.84,280.47
6/15/2014,727.56,186.84,280.47
6/16/2014,728.47,187.34,280.26
6/17/2014,740.58,187.76,281.34
6/18/2014,747.92,188.9,282.83
6/19/2014,747.73,190.11,284.7
6/20/2014,749.77,189.51,284.42
6/21/2014,749.77,189.51,284.42
6/22/2014,749.77,189.51,284.42
6/23/2014,744.52,190.74,283.4
6/24/2014,737.43,190.42,282.55
6/25/2014,741.08,190.11,281.65
6/26/2014,748.18,190.52,281.06
6/27/2014,751.3,190.72,281.35
6/28/2014,751.3,190.72,281.35
6/29/2014,751.3,190.72,281.35
6/30/2014,753.92,191.13,282.35
7/1/2014,752.42,191.06,283.89
7/2/2014,753.15,191.68,283.23
7/3/2014,761.89,191.28,284.2
7/4/2014,757.36,190.84,284.08
7/5/2014,757.36,190.84,284.08
7/6/2014,757.36,190.84,284.08
7/7/2014,748.96,190.86,282.2
7/8/2014,729.18,188.57,280.2
7/9/2014,728.93,187.58,280.52
7/10/2014,721.28,186.94,277.65
7/11/2014,721.9,187.03,278
7/12/2014,721.9,187.03,278
7/13/2014,721.9,187.03,278
7/14/2014,726.44,187.13,279.93
7/15/2014,722.44,187.03,278.46
7/16/2014,725.01,188.45,280.5
7/17/2014,717.27,186.29,277.38
7/18/2014,725.76,186.97,278.31
7/19/2014,725.76,186.97,278.31
7/20/2014,725.76,186.97,278.31
7/21/2014,727.07,186.11,277.8
7/22/2014,737.52,187.48,280.25
7/23/2014,733.83,187.32,280.01
7/24/2014,736.24,188.08,280.69
7/25/2014,735.05,186.8,279.8
7/26/2014,735.05,186.8,279.8
7/27/2014,735.05,186.8,279.8
7/28/2014,736.84,186.99,279.69
7/29/2014,731.95,186.53,278.46
7/30/2014,732.24,185.38,276.83
7/31/2014,716.6,183.47,273
8/1/2014,707.24,183.12,271.42
8/2/2014,707.24,183.12,271.42
8/3/2014,707.24,183.12,271.42
8/4/2014,715.12,184.69,271.96
8/5/2014,717.36,183.66,270.42
8/6/2014,717.83,182.47,269.25
8/7/2014,720.86,181.87,268.35
8/8/2014,715.81,181.22,269.05
8/9/2014,715.81,181.22,269.05
8/10/2014,715.81,181.22,269.05
8/11/2014,732.07,182.95,271.88
8/12/2014,730.28,182.5,271.04
8/13/2014,737.57,183.56,272.63
8/14/2014,740.54,184.56,273.53
8/15/2014,742.38,186.55,272.87
8/16/2014,742.38,186.55,272.87
8/17/2014,742.38,186.55,272.87
8/18/2014,749.88,186.91,275.24
8/19/2014,754.78,187.98,276.27
8/20/2014,756.31,188.27,276.54
8/21/2014,753,188.74,277.36
8/22/2014,752.26,187.67,275.64
8/23/2014,752.26,187.67,275.64
8/24/2014,752.26,187.67,275.64
8/25/2014,758.24,188.55,277.84
8/26/2014,755.54,188.79,277.68
8/27/2014,757.57,189.53,277.67
8/28/2014,749.3,188.77,276.2
8/29/2014,750.91,189.78,276.2
8/30/2014,750.91,189.78,276.2
8/31/2014,750.91,189.78,276.2
9/1/2014,747.8,189.62,276.09
9/2/2014,749.33,188,277.15
9/3/2014,754.47,189.62,278.55
9/4/2014,759.24,189.19,277.73
9/5/2014,760.46,189.8,277.93
9/6/2014,760.46,189.8,277.93
9/7/2014,760.46,189.8,277.93
9/8/2014,761.03,188.82,277.59
9/9/2014,742.85,187.32,275.94
9/10/2014,742.79,187.31,275.72
9/11/2014,743.12,187.86,275.21
9/12/2014,740.2,185.74,273.91
9/13/2014,740.2,185.74,273.91
9/14/2014,740.2,185.74,273.91
9/15/2014,724.84,184.53,273.25
9/16/2014,720.9,185.17,273.26
9/17/2014,723.33,186.51,273.94
9/18/2014,724.07,187.49,274.71
9/19/2014,720.35,186.35,274.53
9/20/2014,720.35,186.35,274.53
9/21/2014,720.35,186.35,274.53
9/22/2014,711.15,184.52,272.29
9/23/2014,706.89,183.23,270.24
9/24/2014,711.83,183.68,271.41
9/25/2014,703,180.72,268.66
9/26/2014,703.42,181.12,269.18
9/27/2014,703.42,181.12,269.18
9/28/2014,703.42,181.12,269.18
9/29/2014,694.58,180.36,268.09
9/30/2014,687.69,179.36,267.36
10/1/2014,675.13,176.25,263.75
10/2/2014,670.08,173,261.36
10/3/2014,673.82,173,261.87
10/4/2014,673.82,173,261.87
10/5/2014,673.82,173,261.87
10/6/2014,656.07,172.52,263.11
10/7/2014,656.22,170.48,259.88
10/8/2014,654.1,170.47,260.55
10/9/2014,642.85,167.32,257.67
10/10/2014,626.62,162.83,252.31
10/11/2014,626.62,162.83,252.31
10/12/2014,626.62,162.83,252.31
10/13/2014,619.37,160.13,250.99
10/14/2014,620.23,159.93,251.93
10/15/2014,617.88,158.7,250.48
10/16/2014,617.87,159.59,250.78
10/17/2014,628.62,162.54,253.81
10/18/2014,628.62,162.54,253.81
10/19/2014,628.62,162.54,253.81
10/20/2014,633.21,164.56,255.36
10/21/2014,644.21,165.97,258.91
10/22/2014,645.32,165.06,258.02
10/23/2014,643.32,166.47,261.01
10/24/2014,643.7,166.25,262.27
10/25/2014,643.7,166.25,262.27
10/26/2014,643.7,166.25,262.27
10/27/2014,633.54,165.62,261.63
10/28/2014,651.26,168.24,265.17
10/29/2014,650.48,169.36,265.51
10/30/2014,652.16,168.83,265.61
10/31/2014,662.96,171.5,268.86
11/1/2014,662.96,171.5,268.86
11/2/2014,662.96,171.5,268.86
11/3/2014,660.61,170.24,266.85
11/4/2014,654.19,169.04,267.88
11/5/2014,650.98,169.3,269.09
11/6/2014,642.54,169.42,269.99
11/7/2014,649.09,169.48,269.43
11/8/2014,649.09,169.48,269.43
11/9/2014,649.09,169.48,269.43
11/10/2014,646.14,170.75,270.75
11/11/2014,645.7,169.85,271.32
11/12/2014,641.3,169.1,270.7
11/13/2014,635.67,167.42,270.87
11/14/2014,638.46,166.87,271.03
11/15/2014,638.46,166.87,271.03
11/16/2014,638.46,166.87,271.03
11/17/2014,635.52,167.27,270.14
11/18/2014,642.36,171.39,273.69
11/19/2014,643.85,171.59,272.98
11/20/2014,647.74,172.11,272.82
11/21/2014,655.74,173.89,275.99
11/22/2014,655.74,173.89,275.99
11/23/2014,655.74,173.89,275.99
11/24/2014,660.45,175.24,276.64
11/25/2014,662.72,174.6,277.9
11/26/2014,667.38,175.08,278.28
11/27/2014,663.38,174.05,278
11/28/2014,650.16,169.74,276.84
11/29/2014,650.16,169.74,276.84
11/30/2014,650.16,169.74,276.84
12/1/2014,629.9,166.93,275.44
12/2/2014,633.84,168.61,275.59
12/3/2014,637.15,169.67,276.99
12/4/2014,635.28,168.77,276.84
12/5/2014,637.8,169.44,277.06
12/6/2014,637.8,169.44,277.06
12/7/2014,637.8,169.44,277.06
12/8/2014,629.14,167.05,274.98
12/9/2014,625.08,167.05,274.31
12/10/2014,628.77,162.93,270.27
12/11/2014,626.46,161.8,269.91
12/12/2014,620.9,159.14,266.23
12/13/2014,620.9,159.14,266.23
12/14/2014,620.9,159.14,266.23
12/15/2014,612.77,156.58,262.9
12/16/2014,606.31,157.66,264.71
12/17/2014,603.67,160.61,265.66
12/18/2014,616.02,164.1,271.2
12/19/2014,618.19,164.92,272.68
12/20/2014,618.19,164.92,272.68
12/21/2014,618.19,164.92,272.68
12/22/2014,620.76,165.36,273.66
12/23/2014,620.84,165.2,274.09
12/24/2014,622.84,165.2,274.89
12/25/2014,622.58,165.2,274.73
12/26/2014,625.66,165.2,275.04
12/27/2014,625.66,165.2,275.04
12/28/2014,625.66,165.2,275.04
12/29/2014,627.23,165.66,275.34
12/30/2014,622.32,163.57,273.02
12/31/2014,624.64,163.57,271.38
1/1/2015,624.64,163.57,271.38
1/2/2015,626.91,162.13,270.84
1/3/2015,626.91,162.13,270.84
1/4/2015,626.91,162.13,270.84
1/5/2015,615.4,156.57,265.07
1/6/2015,614.41,154.46,262.44
1/7/2015,614.58,154.67,262.04
1/8/2015,627.3,158.1,267.38
1/9/2015,626.46,158.18,265.55
1/10/2015,626.46,158.18,265.55
1/11/2015,626.46,158.18,265.55
1/12/2015,620.74,157.26,265.21
1/13/2015,623.76,158,265.73
1/14/2015,622.78,157.17,263.79
1/15/2015,615.17,156.26,264.37
1/16/2015,613.62,157.51,264.64
1/17/2015,613.62,157.51,264.64
1/18/2015,613.62,157.51,264.64
1/19/2015,615.69,159.13,266.52
1/20/2015,612.92,159.02,267.81
1/21/2015,619.53,162.55,270.33
1/22/2015,621.61,164.19,272.12
1/23/2015,624.42,164.16,272.13
1/24/2015,624.42,164.16,272.13
1/25/2015,624.42,164.16,272.13
1/26/2015,643.31,165.52,273.34
1/27/2015,651.82,165.97,273.05
1/28/2015,646.47,163.25,270.37
1/29/2015,644.02,163.36,270.97
1/30/2015,639.53,160.99,268.79
1/31/2015,639.53,160.99,268.79
2/1/2015,639.53,160.99,268.79
2/2/2015,652,164.16,271.69
2/3/2015,666.55,167.6,274.55
2/4/2015,665.89,166.02,274.88
2/5/2015,669.63,166.85,275.69
2/6/2015,669.66,165.99,273.62
2/7/2015,669.66,165.99,273.62
2/8/2015,669.66,165.99,273.62
2/9/2015,667.38,165.47,272.87
2/10/2015,673.86,167.11,274.13
2/11/2015,669.46,165.21,273.24
2/12/2015,678.85,167.6,277.5
2/13/2015,683.26,169.88,278.93
2/14/2015,683.26,169.88,278.93
2/15/2015,683.26,169.88,278.93
2/16/2015,682.81,168.98,279.09
2/17/2015,682.17,169.57,279.4
2/18/2015,682.29,170.82,281.31
2/19/2015,677.84,170.64,282.49
2/20/2015,678.73,171.4,284.06
2/21/2015,678.73,171.4,284.06
2/22/2015,678.73,171.4,284.06
2/23/2015,680.17,171.9,283.78
2/24/2015,690.76,174.89,284.52
2/25/2015,696.4,174.97,284.57
2/26/2015,698.57,174.08,283.73
2/27/2015,698.93,174.2,283.75
2/28/2015,698.93,174.2,283.75
3/1/2015,698.93,174.2,283.75
3/2/2015,709.06,174.27,284.17
3/3/2015,716.34,172.83,282.93
3/4/2015,736.7,170.83,281.22
3/5/2015,768.8,171.82,282.05
3/6/2015,751.76,169.01,278.45
3/7/2015,751.76,169.01,278.45
3/8/2015,751.76,169.01,278.45
3/9/2015,737.46,168.31,278.39
3/10/2015,726.68,164.25,274.59
3/11/2015,725.66,164.3,275.18
3/12/2015,728.69,165.89,277.58
3/13/2015,723.69,165.07,277.71
3/14/2015,723.69,165.07,277.71
3/15/2015,723.69,165.07,277.71
3/16/2015,727.64,166.03,281.04
3/17/2015,730.4,166.84,280.63
3/18/2015,740.38,169.04,284.17
3/19/2015,739.44,168.44,282.49
3/20/2015,751.07,171.18,285.71
3/21/2015,751.07,171.18,285.71
3/22/2015,751.07,171.18,285.71
3/23/2015,754.47,171.75,286.77
3/24/2015,756.16,171.91,285.97
3/25/2015,752.36,170.1,284
3/26/2015,742.63,168.28,281.69
3/27/2015,741.98,168.87,281.51
3/28/2015,741.98,168.87,281.51
3/29/2015,741.98,168.87,281.51
3/30/2015,751.73,169.49,283.33
3/31/2015,755.14,167.34,280.64
4/1/2015,764.52,169.03,279.85
4/2/2015,771.98,170.46,282.52
4/3/2015,771.85,170.46,282.96
4/4/2015,771.85,170.46,282.96
4/5/2015,771.85,170.46,282.96
4/6/2015,777.45,170.46,285.78
4/7/2015,776.65,172.82,285.44
4/8/2015,785.87,177.64,284.86
4/9/2015,796.45,179.59,285.3
4/10/2015,797.89,180.51,285.49
4/11/2015,797.89,180.51,285.49
4/12/2015,797.89,180.51,285.49
4/13/2015,803.28,180.84,284.36
4/14/2015,800.03,182.21,285.2
4/15/2015,805.84,183.9,286.12
4/16/2015,807.53,182.73,285.17
4/17/2015,800.15,180.98,281.37
4/18/2015,800.15,180.98,281.37
4/19/2015,800.15,180.98,281.37
4/20/2015,792.32,183.02,282.89
4/21/2015,798.27,182.46,284
4/22/2015,804.44,183.08,283.67
4/23/2015,812.45,183.32,283.91
4/24/2015,807.43,183.05,284.64
4/25/2015,807.43,183.05,284.64
4/26/2015,807.43,183.05,284.64
4/27/2015,808.38,181.29,286.49
4/28/2015,812.3,181.63,286.46
4/29/2015,802.81,181.21,284.91
4/30/2015,795.01,180.5,281.69
5/1/2015,793.81,180.5,283.2
5/2/2015,793.81,180.5,283.2
5/3/2015,793.81,180.5,283.2
5/4/2015,799.06,181.33,284.63
5/5/2015,792.59,179.73,281.83
5/6/2015,792.08,179.98,283.3
5/7/2015,789.69,180.17,281.8
5/8/2015,804.79,182.18,285.74
5/9/2015,804.79,182.18,285.74
5/10/2015,804.79,182.18,285.74
5/11/2015,807.85,181.94,285.42
5/12/2015,803.62,181.87,285.87
5/13/2015,807.37,183.87,288.38
5/14/2015,809.42,184.06,290.56
5/15/2015,812.15,184.72,291.29
5/16/2015,812.15,184.72,291.29
5/17/2015,812.15,184.72,291.29
5/18/2015,809.18,184.87,291.01
5/19/2015,806.94,183.07,289.95
5/20/2015,785.06,182.43,289.94
5/21/2015,784.98,183.45,291.12
5/22/2015,784.62,183.86,289.96
5/23/2015,784.62,183.86,289.96
5/24/2015,784.62,183.86,289.96
5/25/2015,782.28,183.86,290.03
5/26/2015,776.34,179.99,286.72
5/27/2015,778.3,181.29,289.39
5/28/2015,772.74,181.24,289.94
5/29/2015,768.88,179.47,287.71
5/30/2015,768.88,179.47,287.71
5/31/2015,768.88,179.47,287.71
6/1/2015,768.21,179.08,287.04
6/2/2015,769.34,180.24,288.39
6/3/2015,770.09,181.26,289.97
6/4/2015,762.25,178.74,287.88
6/5/2015,758.03,177.17,284.92
6/6/2015,758.03,177.17,284.92
6/7/2015,758.03,177.17,284.92
6/8/2015,750.76,176.05,283.99
6/9/2015,739.6,176.12,283.35
6/10/2015,748.38,179.04,286.61
6/11/2015,752.38,178.95,286.69
6/12/2015,750.09,177.29,285.57
6/13/2015,750.09,177.29,285.57
6/14/2015,750.09,177.29,285.57
6/15/2015,742.32,176.77,282.65
6/16/2015,744.31,177.5,282.99
6/17/2015,747.5,178.69,282.38
6/18/2015,752.85,181.27,285.28
6/19/2015,745.51,179.92,285.24
6/20/2015,745.51,179.92,285.24
6/21/2015,745.51,179.92,285.24
6/22/2015,756,181.93,288.92
6/23/2015,760.46,181.71,288.26
6/24/2015,754.52,181.24,286.8
6/25/2015,747.05,180.62,286.38
6/26/2015,739.24,179.37,285.48
6/27/2015,739.24,179.37,285.48
6/28/2015,739.24,179.37,285.48
6/29/2015,717.01,174.54,279.6
6/30/2015,723.02,174.17,279.05
7/1/2015,723.93,175.04,280.59
7/2/2015,722.18,175.97,280.54
7/3/2015,717.98,175.55,280.43
7/4/2015,717.98,175.55,280.43
7/5/2015,717.98,175.55,280.43
7/6/2015,695.25,172.64,277.1
7/7/2015,680.9,171.33,275.45
7/8/2015,668.69,169.19,272.41
7/9/2015,691.46,170.93,273.84
7/10/2015,711.67,175.18,276.95
7/11/2015,711.67,175.18,276.95
7/12/2015,711.67,175.18,276.95
7/13/2015,720.51,175.45,279.1
7/14/2015,722.06,175.13,280.76
7/15/2015,712.15,175.43,279.92
7/16/2015,719.85,175.6,281.95
7/17/2015,716.69,174.9,280.29
7/18/2015,716.69,174.9,280.29
7/19/2015,716.69,174.9,280.29
7/20/2015,720.72,174.96,281.03
7/21/2015,720.28,174.39,280.05
7/22/2015,691.44,172.72,277.61
7/23/2015,686.26,171.86,277.83
7/24/2015,680.02,169.64,275.39
7/25/2015,680.02,169.64,275.39
7/26/2015,680.02,169.64,275.39
7/27/2015,668.53,168.69,272.74
7/28/2015,671.47,169.07,274.34
7/29/2015,686.89,170.16,274.66
7/30/2015,672.59,170.41,274.73
7/31/2015,674.77,168.8,277.15
8/1/2015,674.77,168.8,277.15
8/2/2015,674.77,168.8,277.15
8/3/2015,672.09,167.4,276.35
8/4/2015,669.69,167.22,275.62
8/5/2015,678.61,168.86,276.7
8/6/2015,669.05,163.81,276.27
8/7/2015,663.18,161.71,275.88
8/8/2015,663.18,161.71,275.88
8/9/2015,663.18,161.71,275.88
8/10/2015,670.14,162.67,278.6
8/11/2015,658.54,160.09,275.27
8/12/2015,654.94,161.04,273.15
8/13/2015,657.13,162.07,273.26
8/14/2015,657,161.26,273.39
8/15/2015,657,161.26,273.39
8/16/2015,657,161.26,273.39
8/17/2015,658.48,162.51,274.27
8/18/2015,656.57,161.51,273.43
8/19/2015,643.18,158.29,269.02
8/20/2015,620.47,155.71,265.39
8/21/2015,599.89,151.45,259.78
8/22/2015,599.89,151.45,259.78
8/23/2015,599.89,151.45,259.78
8/24/2015,578.45,146.64,251.8
8/25/2015,586.35,146.78,250.16
8/26/2015,587.15,148.18,254.06
8/27/2015,610.55,151.62,257.77
8/28/2015,615.21,153.57,260.11
8/29/2015,615.21,153.57,260.11
8/30/2015,615.21,153.57,260.11
8/31/2015,605.31,152.75,258.38
9/1/2015,591.29,149.38,252.06
9/2/2015,590.03,149.42,253.37
9/3/2015,592.93,150.4,254.41
9/4/2015,582.81,147.66,250.12
9/5/2015,582.81,147.66,250.12
9/6/2015,582.81,147.66,250.12
9/7/2015,585.05,147.45,250.82
9/8/2015,595.84,150.65,253.44
9/9/2015,602.6,150.69,255.75
9/10/2015,601.01,150.24,254.23
9/11/2015,597.89,149.65,254.2
9/12/2015,597.89,149.65,254.2
9/13/2015,597.89,149.65,254.2
9/14/2015,596.25,149.5,253.18
9/15/2015,599.65,150.3,255.45
9/16/2015,607.19,153.9,258.75
9/17/2015,608.85,154.87,258.52
9/18/2015,601.91,153.13,253.35
9/19/2015,601.91,153.13,253.35
9/20/2015,601.91,153.13,253.35
9/21/2015,598.35,152.21,252.73
9/22/2015,588.05,148.58,248.51
9/23/2015,576.7,147.2,247.07
9/24/2015,571.04,147.51,244.96
9/25/2015,575.35,147.89,245.6
9/26/2015,575.35,147.89,245.6
9/27/2015,575.35,147.89,245.6
9/28/2015,562.32,143.94,241.64
9/29/2015,559.46,143.23,240.86
9/30/2015,575.49,147,245.28
10/1/2015,578.48,147.8,246.23
10/2/2015,596.66,150.6,249.57
10/3/2015,596.66,150.6,249.57
10/4/2015,596.66,150.6,249.57
10/5/2015,612.06,154.83,254.25
10/6/2015,620.25,156.1,255.36
10/7/2015,631.26,158.41,257.73
10/8/2015,633.03,159.94,259.4
10/9/2015,640.88,160.8,261.72
10/10/2015,640.88,160.8,261.72
10/11/2015,640.88,160.8,261.72
10/12/2015,635.84,159.37,261.29
10/13/2015,629.07,158,258.95
10/14/2015,636.91,157.34,256.72
10/15/2015,648.32,160.78,259.28
10/16/2015,642.33,161.67,258.63
10/17/2015,642.33,161.67,258.63
10/18/2015,642.33,161.67,258.63
10/19/2015,638.09,161.53,257.25
10/20/2015,640.46,162.19,257.68
10/21/2015,637.81,160.68,259.36
10/22/2015,638.14,161.98,262
10/23/2015,637.63,162.43,264.61
10/24/2015,637.63,162.43,264.61
10/25/2015,637.63,162.43,264.61
10/26/2015,635.59,161.19,265.01
10/27/2015,621.91,159.17,262.58
10/28/2015,627.39,161.37,265.63
10/29/2015,628.08,161.3,264.09
10/30/2015,624.57,161.65,265.71
10/31/2015,624.57,161.65,265.71
11/1/2015,624.57,161.65,265.71
11/2/2015,628.61,163.57,267.27
11/3/2015,629.98,163.69,266.65
11/4/2015,630.76,163.19,266.98
11/5/2015,628.29,161.47,267.74
11/6/2015,630.98,160.15,267.32
11/7/2015,630.98,160.15,267.32
11/8/2015,630.98,160.15,267.32
11/9/2015,622.98,157.77,266.05
11/10/2015,607.73,155.11,265.04
11/11/2015,605.41,154.02,266.02
11/12/2015,598.68,151.98,263.73
11/13/2015,591.24,152.15,262.63
11/14/2015,591.24,152.15,262.63
11/15/2015,591.24,152.15,262.63
11/16/2015,594.42,153.56,263.93
11/17/2015,589.04,154.19,265.48
11/18/2015,591.68,155.05,266.57
11/19/2015,596.04,156.59,269.07
11/20/2015,598.26,156.06,269.92
11/21/2015,598.26,156.06,269.92
11/22/2015,598.26,156.06,269.92
11/23/2015,597,155.94,268.72
11/24/2015,598.8,157.13,267.95
11/25/2015,598.7,156.16,268.65
11/26/2015,600.11,157.06,270
11/27/2015,598.01,156.66,269.53
11/28/2015,598.01,156.66,269.53
11/29/2015,598.01,156.66,269.53
11/30/2015,594.33,155.99,268.79
12/1/2015,604.17,157.75,268.67
12/2/2015,611.38,156.26,265.99
12/3/2015,613.37,155.6,264.56
12/4/2015,612.35,155.42,265.82
12/5/2015,612.35,155.42,265.82
12/6/2015,612.35,155.42,265.82
12/7/2015,606.72,153.05,265.75
12/8/2015,599.42,151.67,262.46
12/9/2015,600.78,154.05,262.02
12/10/2015,592.47,152.39,261.53
12/11/2015,580.28,150.62,258.85
12/12/2015,580.28,150.62,258.85
12/13/2015,580.28,150.62,258.85
12/14/2015,591.29,150.27,257.5
12/15/2015,600.98,151.98,256.5
12/16/2015,629.01,155.28,260.36
12/17/2015,629.89,154.56,259.01
12/18/2015,626.11,152.67,256.06
12/19/2015,626.11,152.67,256.06
12/20/2015,626.11,152.67,256.06
12/21/2015,626.39,153.93,256.82
12/22/2015,620.19,154.28,259.04
12/23/2015,629.29,157.88,262.12
12/24/2015,633.25,157.88,262.55
12/25/2015,633.17,157.88,262.54
12/26/2015,633.17,157.88,262.54
12/27/2015,633.17,157.88,262.54
12/28/2015,628.32,157.2,262.29
12/29/2015,628.12,158.06,264.63
12/30/2015,625.43,157.27,263.61
12/31/2015,625.72,157.27,261.84
1/1/2016,625.72,157.27,261.84
1/2/2016,625.72,157.27,261.84
1/3/2016,625.72,157.27,261.84
1/4/2016,619.28,155.67,255.99
1/5/2016,617.79,156.95,255.35
1/6/2016,610.53,152.76,252
1/7/2016,587.63,147.16,246.72
1/8/2016,583.74,147.23,245.55
